doc1@Lorem	0.1693518311647693
doc1@dolor	0.1693518311647693
doc1@ipsum	0.1644019538931654
doc1@sit	0.1068491091036630
doc2@Vituperata	0.1693518311647693
doc2@at	0.1693518311647693
doc2@incorrupte	0.1693518311647693
doc2@ipsum	0.0625027220611063
doc2@pro	0.1693518311647693
doc2@quo	0.1693518311647693
doc3@Has	0.2003007027829392
doc3@disputationi	0.2003007027829392
doc3@id	0.2003007027829392
doc3@persius	0.2003007027829392
doc3@simul	0.2003007027829392
doc4@has	0.2003007027829392
doc4@it	0.2003007027829392
doc4@no	0.1263756730470296
doc4@sit	0.1263756730470296
doc4@yes	0.1263756730470296
doc5@ipsum	0.0904769241572558
doc5@no	0.1546713234535780
doc5@oh	0.2451482476108338
doc5@yes	0.1546713234535780
